"","year","country","c_name","sex","income"
"320",2012,"BRA","Brazil","Mujer",1240.64047901242
"321",2012,"COL","Colombia","Mujer",654994.185256944
"322",2012,"CRI","Costa Rica","Mujer",294706.287891508
"323",2012,"DOM","Dominican Republic","Mujer",9636.19030510328
"324",2012,"ECU","Ecuador","Mujer",327.300198807157
"325",2012,"GTM","Guatemala","Mujer",1773.73965108677
"326",2012,"MEX","Mexico","Mujer",1899.27549494186
"327",2012,"PER","Peru","Mujer",218.349594502986
"328",2012,"PRY","Paraguay","Mujer",1295847.29833987
"329",2012,"SLV","El Salvador","Mujer",220.526676682268
"330",2012,"URY","Uruguay","Mujer",5624.44784712834
"331",2013,"ARG","Argentina","Hombre",2651.22773806865
"332",2013,"BOL","Bolivia","Hombre",2793.60677717991
"333",2013,"BRA","Brazil","Hombre",1833.2156880203
"334",2013,"CHL","Chile","Hombre",568057.906095105
"335",2013,"COL","Colombia","Hombre",925973.732279189
"336",2013,"CRI","Costa Rica","Hombre",359180.816634181
"337",2013,"DOM","Dominican Republic","Hombre",12573.0460992916
"338",2013,"ECU","Ecuador","Hombre",423.14606741573
"339",2013,"GTM","Guatemala","Hombre",2553.34597125123
"340",2013,"PER","Peru","Hombre",558.635609917779
"341",2013,"PRY","Paraguay","Hombre",2095937.8859842
"342",2013,"SLV","El Salvador","Hombre",301.748881678673
"343",2013,"URY","Uruguay","Hombre",11560.5754077015
"344",2013,"ARG","Argentina","Mujer",1350.29724078835
"345",2013,"BOL","Bolivia","Mujer",1708.36831097141
"346",2013,"BRA","Brazil","Mujer",1376.05573841759
"347",2013,"CHL","Chile","Mujer",398681.855773118
"348",2013,"COL","Colombia","Mujer",703527.323976615
"349",2013,"CRI","Costa Rica","Mujer",315113.275838222
"350",2013,"DOM","Dominican Republic","Mujer",10562.2555578947
"351",2013,"ECU","Ecuador","Mujer",350.506426974665
"352",2013,"GTM","Guatemala","Mujer",2050.2192051914
"353",2013,"PER","Peru","Mujer",238.779945767613
"354",2013,"PRY","Paraguay","Mujer",1527247.61091955
"355",2013,"SLV","El Salvador","Mujer",243.212798579847
"356",2013,"URY","Uruguay","Mujer",6254.14571166096
"357",2014,"ARG","Argentina","Hombre",3412.78362073385
"358",2014,"BOL","Bolivia","Hombre",2847.57800531542
"359",2014,"BRA","Brazil","Hombre",1955.18416938111
"360",2014,"COL","Colombia","Hombre",967986.541320234
"361",2014,"CRI","Costa Rica","Hombre",383007.336291602
